title,authors,year,type,subject,source,doi,direct_url,abstract
Innovation Policies Under Economic Complexity,"Chacua, Christian; Hartog, Matte; Yildirim, Muhammed A.; Hausmann, Ricardo; Matha, Shreyas Gadgin",2024,Report,Economics; Innovation Policy,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-79-en-innovation-policies-under-economic-complexity.pdf,"This paper discusses the design of innovation policies to address current development challenges, arguing that effective policies should be place-based and multidimensional, leveraging countries' existing capabilities."
Global Trends in Innovation Patterns: A Complexity Approach,"Chacua, Christian; Hartog, Matte; Yildirim, Muhammed A.; Hausmann, Ricardo; Matha, Shreyas Gadgin",2024,Report,Economics; Innovation,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-80-en-global-trends-in-innovation-patterns-a-complexity-approach.pdf,"This paper analyzes the trajectories of scientific publications, patents, and international trade data to provide a comprehensive understanding of the innovation process, from idea generation to commercialization."
Can we map innovation capabilities?,"Chacua, Christian; Hernandez Rodriguez, Eduardo; Moscatelli, Federico; Raffo, Julio; Hartog, Matte; Yildirim, Muhammed A.; Matha, Shreyas Gadgin",2024,Report,Economics; Innovation,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-81-en-can-we-map-innovation-capabilities.pdf,"This paper proposes a methodological framework to empirically measure innovation capabilities across science, technology, and production domains, leveraging data on scientific publications, patents, and trade."
Statutory Religious Accommodation in Employment and the Problems of Judicial Intent and Outcome,"Wright, George",2024,Research Paper,Law; Civil Rights,Texas A&M Law Review,10.37419/LR.V12.Arg.4,https://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1344&context=lawreview,"This article discusses the Supreme Court case of Groff v. DeJoy, analyzing the Court's endorsement of a “substantial burden” test for an employer's undue hardship in religious accommodation cases."
Jobless Development,"Ohnsorge, Franziska; Rogerson, Richard; Xie, Zoe Leiyu",2024,Report,Economics,World Bank,N/A,https://documents1.worldbank.org/curated/en/099212009252412375/pdf/IDU-bda0cca6-58df-43f6-b307-cb9e04b1bbf6.pdf,This paper shows that there are large differences in medium-run dynamics in the employment-to-population ratio across countries and finds a general tendency for productivity growth to be negatively correlated with changes in this ratio for many emerging market and developing economies.
Private Attribute Inference from Images with Vision-Language Models,"Tömekçe, Batuhan; Vero, Mark; Staab, Robin; Vechev, Martin",2024,Research Paper,Machine Learning; Computer Vision; Privacy,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/bb97e9a7c811904c9b01f51fde66edcf-Paper-Conference.pdf,"This paper systematically analyzes the capability of Vision-Language Models (VLMs) to infer private information from inconspicuous images, finding they can infer various personal attributes at up to 77.6% accuracy, and that accuracy scales with model capabilities."
Scaling transformer neural networks for skillful and reliable medium-range weather forecasting,"Nguyen, Tung; Shah, Rohan; Bansal, Hritik; Arcomano, Troy; Maulik, Romit; Kotamarthi, Rao; Foster, Ian; Madireddy, Sandeep; Grover, Aditya",2024,Research Paper,Machine Learning; Climate Science,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/7f19b99e63762d20e9df91144056f1ee-Paper-Conference.pdf,"This paper introduces Stormer, a simple transformer model that achieves state-of-the-art performance on weather forecasting with minimal changes to the standard transformer backbone, identifying key components through careful empirical analyses."
Toward Efficient Inference for Mixture of Experts,"Huang, Haiyang; Ardalani, Newsha; Sun, Anna; Ke, Liu; Bhosale, Shruti; Lee, Hsien-Hsin; Wu, Carole-Jean; Lee, Benjamin",2024,Research Paper,Machine Learning; Computer Systems,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/98bf3b8505c611ac21055dd9d355c66e-Paper-Conference.pdf,"This paper explores optimizations for Mixture-of-Experts (MoE) inference to improve token throughput, memory use, and load balance without degrading model quality, proposing techniques like Dynamic Gating and Expert Buffering."
Learning Formal Mathematics From Intrinsic Motivation,"Poesia, Gabriel; Broman, David; Haber, Nick; Goodman, Noah",2024,Research Paper,Artificial Intelligence; Machine Learning,NeurIPS,N/A,https://arxiv.org/pdf/2407.00695,"This paper describes an AI agent that jointly learns to pose challenging mathematical problems for itself (conjecturing) and solve them (theorem proving), bootstrapping from only the axioms of a domain without human-created proofs."
PRODuctive bandits: Importance Weighting No More,"Zimmert, Julian; Marinov, Teodor Vanislavov",2024,Research Paper,Machine Learning,NeurIPS,N/A,https://openreview.net/pdf?id=VDPZe0NbpE,"This paper challenges the conjecture that the Prod algorithm is sub-optimal for multi-armed bandits, presenting variants that can obtain optimal regret for adversarial bandits and achieve best-of-both-worlds guarantees."
Random Function Descent,"Döring, Leif; Benning, F.",2024,Research Paper,Machine Learning; Optimization,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/c980ad0fb46f0cfb0faabcd42b30a67a-Paper-Conference.pdf,"This paper bridges the gap between Bayesian optimization and classical optimization by using a 'stochastic Taylor approximation' to rediscover gradient descent, yielding a step size schedule called Random Function Descent (RFD)."
"Fully Distributed, Flexible Compositional Visual Representations via Soft Tensor Products","Sun, Bethia; Pagnucco, M.; Song, Y.",2024,Research Paper,Machine Learning; Computer Vision,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/fbf1fe4819b359f5715c4989b9df3725-Paper-Conference.pdf,"This paper introduces Soft TPR, a representational form that encodes compositional structure in a distributed, flexible manner, and an autoencoder architecture designed to learn these representations, outperforming conventional disentanglement alternatives."
Toward Approaches to Scalability in 3D Human Pose Estimation,N/A,2024,Research Paper,Computer Vision; Machine Learning,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/be5b3fe26158de0eb2eaa5903385ed53-Paper-Conference.pdf,"This paper addresses key bottlenecks to scalability in 3D Human Pose Estimation (HPE), including limited data diversity and depth ambiguity, by introducing a Biomechanical Pose Generator (BPG) and Binary Depth Coordinates (BDC)."
Computer Science for All? The Impact of High School Computer Science Courses on College Majors and Earnings,"Liu, Jing; Conrad, Cameron; Blazar, David",2024,Research Paper,Education; Computer Science; Economics,Annenberg Institute at Brown University,10.26300/k0w5-pg15,https://edworkingpapers.com/sites/default/files/ai24-904.pdf,"This study provides the first causal analysis of the impact of expanding Computer Science (CS) education in U.S. K-12 schools on students’ choice of college major and early career outcomes, finding positive effects on declaring a CS major, CS degree attainment, employment, and earnings, with larger benefits for underrepresented groups."
"Old Moats for New Models: Openness, Control, and Competition in Generative AI","Azoulay, Pierre; Krieger, Joshua L.; Nagaraj, Abhishek",2024,Research Paper,Artificial Intelligence; Economics; Innovation,NBER,N/A,https://www.nber.org/system/files/working_papers/w32474/w32474.pdf,"This paper argues that while AI foundation models promise transformative impacts, tight control over complementary assets by incumbent firms will likely result in a concentrated market structure, stifling broad sectoral innovation."
2024: The quest continues,"Pines, Jonathon",2024,Research Paper,Biology; Publishing; Science Policy,Open Biology,10.1098/rsob.240010,https://www.researchgate.net/journal/Open-Biology-2046-2441/publication/377842174_2024_The_quest_continues/links/65ba7c9279007454974fc097/2024-The-quest-continues.pdf?origin=journalDetail,"This editorial for Open Biology describes the journal's efforts to make publishing less frustrating and more constructive, including joining Review Commons to streamline peer review, rewarding reviewers, and launching a new seminar series. It also announces an upcoming special issue on Evolutionary Cell Biology."
Economic Well-Being of U.S. Households in 2023,"Lloro, Alicia; Merry, Ellen; Dasgupta, Kabir; Larrimore, Jeff; Merchant, Zofsha; Shaalan, Fatimah; Tranfaglia, Anna",2024,Research Paper,Economics; Household Finance; Social Science,Federal Reserve Board,10.17016/8960,https://www.federalreserve.gov/publications/files/2023-report-economic-well-being-us-households-202405.pdf,This report presents findings from the 2023 Survey of Household Economics and Decisionmaking (SHED). It indicates that overall financial well-being was nearly unchanged from the previous year but below the 2021 high. Many adults continued to report challenges from higher prices.
World Economic Situation and Prospects 2024,UN DESA; UNCTAD; et al.,2024,Research Paper,Economics; Global Economy; Development,United Nations,N/A,https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/WESP_2024_Web.pdf,"This report projects another tough year for the global economy, with sluggish growth, weak investment, and a spiraling debt crisis in many developing countries. It calls for large-scale investments to drive sustainable development and climate action."
